epidemiological_week,date,last_available_confirmed_j,new_confirmed_j,last_available_deaths_j,new_deaths_j,last_available_death_rate_j,last_available_confirmed_p,new_confirmed_p,last_available_deaths_p,new_deaths_p,last_available_death_rate_p
202019,06-05-2020,9,0,1,0,0.1111,23,0,0,0,0.0
202019,05-05-2020,9,0,1,0,0.1111,23,0,0,0,0.0
202019,04-05-2020,9,0,1,0,0.1111,23,0,0,0,0.0
202019,03-05-2020,9,0,1,0,0.1111,23,0,0,0,0.0
202018,02-05-2020,9,0,1,0,0.1111,23,3,0,0,0.0
202018,01-05-2020,9,0,1,0,0.1111,20,1,0,0,0.0
202018,30-04-2020,9,0,1,0,0.1111,19,2,0,0,0.0
202018,29-04-2020,9,0,1,0,0.1111,17,0,0,0,0.0
202018,28-04-2020,9,0,1,0,0.1111,17,0,0,0,0.0
202018,27-04-2020,9,0,1,0,0.1111,17,1,0,0,0.0
202018,26-04-2020,9,1,1,0,0.1111,16,5,0,0,0.0
202017,25-04-2020,8,1,1,0,0.125,11,0,0,0,0.0
202017,24-04-2020,7,0,1,0,0.1429,11,-3,0,0,0.0
202017,23-04-2020,7,0,1,0,0.1429,14,2,0,0,0.0
202017,22-04-2020,7,0,1,0,0.1429,12,3,0,0,0.0
202017,21-04-2020,7,0,1,0,0.1429,9,0,0,0,0.0
202017,20-04-2020,7,0,1,0,0.1429,9,0,0,0,0.0
202017,19-04-2020,7,2,1,0,0.1429,9,3,0,0,0.0
202016,18-04-2020,5,0,1,0,0.2,6,0,0,0,0.0
202016,17-04-2020,5,0,1,1,0.2,6,0,0,0,0.0
202016,16-04-2020,5,0,0,0,0.0,6,0,0,0,0.0
202016,15-04-2020,5,0,0,0,0.0,6,0,0,0,0.0
202016,14-04-2020,5,0,0,0,0.0,6,1,0,0,0.0
202016,13-04-2020,5,0,0,0,0.0,5,1,0,0,0.0
202016,12-04-2020,5,0,0,0,0.0,4,0,0,0,0.0
202015,11-04-2020,5,2,0,0,0.0,4,0,0,0,0.0
202015,10-04-2020,3,0,0,0,0.0,4,0,0,0,0.0
202015,09-04-2020,3,0,0,0,0.0,4,1,0,0,0.0
202015,08-04-2020,3,0,0,0,0.0,3,0,0,0,0.0
202015,07-04-2020,3,0,0,0,0.0,3,1,0,0,0.0
202015,06-04-2020,3,0,0,0,0.0,2,0,0,0,0.0
202015,05-04-2020,3,1,0,0,0.0,2,0,0,0,0.0
202014,04-04-2020,2,0,0,0,0.0,2,0,0,0,0.0
202014,03-04-2020,2,0,0,0,0.0,2,0,0,0,0.0
202014,02-04-2020,2,0,0,0,0.0,2,0,0,0,0.0
202014,01-04-2020,2,0,0,0,0.0,2,0,0,0,0.0
202014,31-03-2020,2,0,0,0,0.0,2,0,0,0,0.0
202014,30-03-2020,2,0,0,0,0.0,2,0,0,0,0.0
202014,29-03-2020,2,0,0,0,0.0,2,0,0,0,0.0
202013,28-03-2020,2,0,0,0,0.0,2,0,0,0,0.0
202013,27-03-2020,2,0,0,0,0.0,2,0,0,0,0.0
202013,26-03-2020,2,0,0,0,0.0,2,0,0,0,0.0
202013,25-03-2020,2,0,0,0,0.0,2,1,0,0,0.0
202013,24-03-2020,2,1,0,0,0.0,1,0,0,0,0.0
202013,23-03-2020,1,1,0,0,0.0,1,1,0,0,0.0
